model,horizon_min,profile,n_windows,MAE,RMSE,R2,F1,precision,recall,AUC_ROC
XGBoost,15,stable_high,34128,6.018590321576601,8.132038908193783,0.5005059896565489,0.09341010876519514,0.20977011494252873,0.060082304526748974,0.7464729998365813
XGBoost,15,stable_low,22743,1.1378771934461893,1.825740584309417,0.7644503475768522,0.0,0.0,0.0,
XGBoost,15,stable_mid,104343,6.589849812293292,8.743249961022835,0.6194201515552022,0.02831715210355987,0.031992687385740404,0.02539912917271408,0.5856220185510806
XGBoost,30,bursty,49015,5.807269616224997,10.229404257244713,0.7880371789744859,0.0,0.0,0.0,0.4392463601131245
XGBoost,30,erratic,6789,4.328729351695217,8.060239707995212,0.6089176153599971,0.0,0.0,0.0,0.6609169983782988
XGBoost,30,idle_pure,2247,0.29497861490814115,0.4067398994954629,0.5148599164481562,0.0,0.0,0.0,
XGBoost,30,stable_high,33903,6.534613557246267,8.773742521033542,0.42040473411670154,0.010471204188481676,0.05737704918032787,0.005761316872427984,0.6265104648211599
XGBoost,30,stable_low,22593,1.2233255685143476,1.9776735674204609,0.7234148743731967,0.0,0.0,0.0,
XGBoost,30,stable_mid,103653,7.095039659520197,9.442418912087069,0.5566883226552533,0.001633097441480675,0.0032679738562091504,0.0010885341074020319,0.6638502271777454
XGBoost,60,bursty,48265,6.640177117933874,11.817216168153678,0.7179188519939573,0.0,0.0,0.0,0.41112251582952
XGBoost,60,erratic,6699,5.351216542220753,9.664108786295127,0.43992929589197305,0.0,0.0,0.0,0.7814881219184222
XGBoost,60,idle_pure,2217,0.3528438100526609,0.4782214472994056,0.3350420396520102,0.0,0.0,0.0,
XGBoost,60,stable_high,33453,7.269591246956051,9.823026849922046,0.2808660081738007,0.08235294117647059,0.2,0.05185185185185185,0.8187213821482558
XGBoost,60,stable_low,22293,1.1936303294855208,1.9504433584400214,0.7309712770091821,0.0,0.0,0.0,
XGBoost,60,stable_mid,102273,7.8044456826605835,10.38450469495119,0.466901013642794,0.03769633507853403,0.06766917293233082,0.026124818577648767,0.7325180166649037
LSTM,5,bursty,49630,4.895415129295621,8.93822503924616,0.8377870570382657,0.2108479755538579,0.11827445005237597,0.9703125,0.9843709442864529
LSTM,5,erratic,6864,2.792637612748813,5.363092221432533,0.8271051298620635,0.056074766355140186,0.028846153846153848,1.0,0.9949450763099058
LSTM,5,idle_pure,2272,0.1878287286405832,0.25927649233601385,0.8012520355561535,0.0,0.0,0.0,
LSTM,5,stable_high,34278,5.342994178577443,7.457407825827921,0.5789641927110016,0.3014420062695925,0.17781065088757397,0.9893004115226337,0.9708165568439054
LSTM,5,stable_low,22843,0.551908432391011,1.0986426081721716,0.9146984477980626,0.0,0.0,0.0,
LSTM,5,stable_mid,104803,5.801141635892264,7.953833182723294,0.6845736052992917,0.37120894479385047,0.2298770988402285,0.9637155297532656,0.9844427635958121
LSTM,15,bursty,49373,5.518135890411427,10.080912568639155,0.7938439998372027,0.2587933845795481,0.15206679441554885,0.86796875,0.9317626217043021
LSTM,15,erratic,6834,3.6203822681071434,6.876665295101298,0.7161568956130604,0.018018018018018018,0.009259259259259259,0.3333333333333333,0.9697080648310877
LSTM,15,idle_pure,2262,0.22582901694097948,0.314118090996564,0.7091938677568312,0.0,0.0,0.0,
LSTM,15,stable_high,34128,6.008187996966706,8.113484901108329,0.5027826740271089,0.07685146544252192,0.03998530197755211,0.9851851851851852,0.9243935408213623
LSTM,15,stable_low,22743,0.7689816185956643,1.3669193391696832,0.8679646854321429,0.0,0.0,0.0,
LSTM,15,stable_mid,104343,6.678124408039729,9.006765897997806,0.5961335758203388,0.1157588178190055,0.061538108672217255,0.9735123367198839,0.9554339379333004
LSTM,30,bursty,49015,6.241467178687202,11.296657841805064,0.741500946741112,0.11685012701100762,0.06240357503856998,0.91640625,0.7256717997145701
LSTM,30,erratic,6789,4.40160973020428,8.358880355257343,0.5794006887141527,0.01892744479495268,0.009554140127388535,1.0,0.9376627844120103
LSTM,30,idle_pure,2247,0.6115225881908436,0.6899459780100015,-0.3959304452019845,0.0,0.0,0.0,
LSTM,30,stable_high,33903,6.561618190583439,8.95794876371624,0.395811844259791,0.10674208557613356,0.056502631960206696,0.9629629629629629,0.8881162138507682
LSTM,30,stable_low,22593,0.9480750397509251,1.3822368040649884,0.8648909290616931,0.0,0.0,0.0,
LSTM,30,stable_mid,103653,7.169248674820586,9.876213124007723,0.5150203119726755,0.12004058853373922,0.06453196596116081,0.8584905660377359,0.8781491379366272
LSTM,60,bursty,48265,6.723765808874297,12.22329602504787,0.6981992172687773,0.170877531340405,0.09746974697469747,0.6921875,0.851058981589869
LSTM,60,erratic,6699,5.730918257605551,9.636594220876184,0.44311389685448244,0.03361344537815126,0.017094017094017096,1.0,0.9573932964789084
LSTM,60,idle_pure,2217,0.3436426948629955,0.4376937033052727,0.44297243366759265,0.0,0.0,0.0,
LSTM,60,stable_high,33453,7.3570665322379805,10.118082149985888,0.2370157774576167,0.19930285011277424,0.11383065932779014,0.8,0.8252841839640718
LSTM,60,stable_low,22293,0.7531014768292198,1.1772575234735287,0.9019889789120618,0.0,0.0,0.0,
LSTM,60,stable_mid,102273,7.620662835864629,10.57471839248372,0.4471925282044412,0.2020467669086959,0.11991856124872752,0.6411465892597968,0.8240931693548635
