model,horizon_min,profile,n_windows,MAE,RMSE,R2,F1,precision,recall,AUC_ROC
LSTM,30,idle_pure,2229,0.6746052603595404,0.7417628187382894,-0.6034814253770098,0.0,0.0,0.0,
LSTM,30,stable_high,33633,6.164078065480152,8.152174246591422,0.5025755757467668,0.06973140495867769,0.03612523414503613,1.0,0.7714237657431082
LSTM,30,stable_low,22413,1.2997177907731572,1.5911280982330511,0.8209449063598636,0.0,0.0,0.0,
LSTM,30,stable_mid,102825,6.8241357632736035,9.053878014856952,0.5937889062471211,0.05331630925780834,0.027388275512536395,1.0,0.908416702997428
LSTM,60,bursty,47798,7.780548783740113,13.386282757556348,0.6385461855020275,0.0,0.0,0.0,0.8509807275543875
LSTM,60,erratic,6645,5.518785529750195,9.835844725050968,0.42012674795752314,0.0,0.0,0.0,0.9682683135010293
LSTM,60,idle_pure,2199,0.40027151675916034,0.5300565493536252,0.18566268394064966,0.0,0.0,0.0,
LSTM,60,stable_high,33183,6.738303145681745,8.9234887087754,0.40939048950047774,0.07143069380478384,0.03705302096177559,0.9893004115226337,0.6706809690348785
LSTM,60,stable_low,22113,1.0271046174697624,1.4626260103131965,0.8486695819358014,0.0,0.0,0.0,
LSTM,60,stable_mid,101445,7.547240331582,9.950500118399919,0.5117095193115652,0.06810866325163133,0.03527183571808476,0.9865747460087083,0.868924309967829
